# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli_pm_model
# start_datetime = 2024-01-29 23:54:17 UTC
# method = pathfinder
#   pathfinder
#     init_alpha = 0.001000 (Default)
#     tol_obj = 0.000000
#     tol_rel_obj = 1000.000000
#     tol_grad = 0.000000 (Default)
#     tol_rel_grad = 10000000.000000 (Default)
#     tol_param = 0.000000 (Default)
#     history_size = 5 (Default)
#     num_psis_draws = 2000
#     num_paths = 4 (Default)
#     save_single_paths = 1
#     psis_resample = 1 (Default)
#     calculate_lp = 1 (Default)
#     max_lbfgs_iters = 1000 (Default)
#     num_draws = 2000
#     num_elbo_draws = 25 (Default)
# id = 1 (Default)
# data
#   file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pm_data_1.json
# init = 2 (Default)
# random
#   seed = 12902867
# output
#   file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pm_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pm_profile_1.log
#   save_cmdstan_config = 1
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1-101-g8f2dbe7
# stancflags = --warn-pedantic
lp_approx__,lp__,theta
-0.495519, -7.6969, 0.380948
-1.24527, -8.37853, 0.185646
-2.25611, -9.20678, 0.13322
-0.574615, -7.77042, 0.266143
-0.560794, -7.76641, 0.404263
-1.04548, -8.20363, 0.201949
-1.33152, -8.45271, 0.179527
-0.863326, -8.09519, 0.469403
-0.514145, -7.71665, 0.388527
-0.521415, -7.71895, 0.280299
-0.649442, -7.86185, 0.427653
-0.841607, -8.07135, 0.465718
-0.594424, -7.8025, 0.413863
-0.765911, -7.95059, 0.232766
-0.741495, -7.92796, 0.236191
-1.06663, -8.22236, 0.200054
-0.43964, -7.63818, 0.334036
-0.4442, -7.64272, 0.320442
-0.536059, -7.73319, 0.275982
-0.562407, -7.76813, 0.40475
-2.11041, -9.48376, 0.608108
-0.535375, -7.73924, 0.396137
-0.454218, -7.65274, 0.310387
-0.449416, -7.64841, 0.352989
-0.868733, -8.10113, 0.470306
-0.481398, -7.67971, 0.294939
-0.759842, -7.98186, 0.450905
-0.439996, -7.63857, 0.337192
-0.664283, -7.87792, 0.431069
-0.958784, -8.12628, 0.210235
-0.98542, -8.22967, 0.488601
-2.1084, -9.48152, 0.607946
-0.531377, -7.73498, 0.39477
-0.474115, -7.67252, 0.29835
-2.20426, -9.16624, 0.135191
-0.811526, -8.03838, 0.460452
-2.32662, -9.26162, 0.130621
-0.753336, -7.97476, 0.449652
-0.536055, -7.73319, 0.275984
-1.01493, -8.17648, 0.204768
-0.681376, -7.8718, 0.245435
-2.0259, -9.38935, 0.601176
-1.82458, -8.86344, 0.151472
-0.494884, -7.69622, 0.380669
-0.653789, -7.84582, 0.250153
-0.544953, -7.74947, 0.399306
-0.456664, -7.65599, 0.359332
-0.5212, -7.71874, 0.280365
-0.871863, -8.04775, 0.219553
-0.599086, -7.79386, 0.26072
-1.74287, -8.79683, 0.155481
-1.11816, -8.26777, 0.195622
-0.442474, -7.64099, 0.323171
-0.940883, -8.11019, 0.212063
-0.639038, -7.8506, 0.425189
-1.04339, -8.20177, 0.202138
-0.510898, -7.70869, 0.283671
-0.440968, -7.63948, 0.326389
-0.445377, -7.6442, 0.34838
-0.926004, -8.09678, 0.213616
-0.918512, -8.15589, 0.478375
-1.98702, -8.9943, 0.144073
-0.471754, -7.67018, 0.299538
-1.86263, -8.89428, 0.149673
-1.54619, -8.85325, 0.556908
-0.800731, -8.02656, 0.458513
-0.624009, -7.81761, 0.255676
-0.486293, -7.68714, 0.376745
-0.960119, -8.20175, 0.48481
-0.443106, -7.64162, 0.322092
-1.67045, -8.99207, 0.569294
-0.479141, -7.67749, 0.29596
-0.773182, -7.99643, 0.453435
-0.883586, -8.0584, 0.218227
-0.8013, -7.98323, 0.22808
-1.09122, -8.34673, 0.503581
-0.514621, -7.71715, 0.388708
-0.450586, -7.64963, 0.354139
-1.06989, -8.22524, 0.199766
-1.12222, -8.27134, 0.195283
-2.87516, -9.67738, 0.113128
-0.621882, -7.83207, 0.420991
-0.498029, -7.69608, 0.288195
-1.78039, -9.11494, 0.579673
-0.760381, -7.94547, 0.233528
-0.455515, -7.65403, 0.309402
-0.600195, -7.8087, 0.415408
-4.3292, -11.9252, 0.737788
-0.503391, -7.70523, 0.384278
-0.533965, -7.73116, 0.276576
-0.692273, -7.88203, 0.243662
-0.80003, -8.02579, 0.458387
-0.488875, -7.68708, 0.291755
-0.449761, -7.64877, 0.353335
-1.21007, -8.47863, 0.519014
-0.885011, -8.0597, 0.218068
-2.36183, -9.76434, 0.62751
-0.551034, -7.74769, 0.271934
-1.19333, -8.33349, 0.189572
-0.607559, -7.81663, 0.417341
-0.807653, -7.98907, 0.22727
-0.510655, -7.71294, 0.387182
-1.18209, -8.3237, 0.190448
-0.459098, -7.65761, 0.306883
-0.487541, -7.68577, 0.292303
-1.66826, -8.98962, 0.569081
-0.44283, -7.64134, 0.32255
-0.46553, -7.664, 0.30291
-0.512247, -7.71463, 0.387799
-1.81013, -8.8517, 0.152166
-0.468591, -7.66849, 0.367367
-0.914271, -8.08619, 0.214864
-0.558882, -7.75527, 0.269935
-0.490594, -7.68878, 0.291061
-0.72718, -7.94625, 0.444487
-0.806406, -8.03277, 0.459536
-0.70667, -7.8955, 0.24139
-0.587476, -7.78276, 0.263228
-0.629131, -7.82247, 0.25469
-0.466734, -7.6652, 0.302227
-1.23625, -8.37074, 0.186314
-0.449618, -7.64814, 0.314306
-0.532608, -7.72984, 0.276965
-0.751377, -7.93713, 0.234785
-2.30081, -9.24159, 0.131562
-0.46007, -7.65955, 0.361847
-0.443072, -7.64159, 0.322148
-1.48843, -8.78877, 0.550889
-0.468973, -7.6689, 0.367595
-1.3887, -8.67751, 0.540053
-0.476027, -7.67632, 0.37157
-0.949894, -8.11829, 0.211137
-0.859847, -8.09137, 0.468819
-1.42908, -8.53573, 0.173129
-0.641419, -7.83412, 0.252387
-0.68926, -7.8792, 0.244147
-0.443676, -7.64242, 0.345957
-0.587627, -7.7829, 0.263194
-0.75596, -7.97763, 0.450159
-0.551491, -7.75645, 0.401392
-3.21169, -10.7069, 0.682535
-4.18466, -11.7692, 0.731473
-1.81693, -8.85723, 0.151838
-1.21477, -8.48385, 0.519598
-0.517668, -7.7153, 0.281471
-0.509105, -7.70693, 0.284273
-0.453704, -7.65289, 0.356941
-0.748666, -7.93462, 0.235168
-0.646327, -7.83877, 0.251491
-0.615619, -7.82532, 0.419412
-1.57807, -8.88885, 0.560157
-1.22598, -8.36184, 0.187082
-1.30129, -8.58011, 0.530044
-0.448717, -7.64768, 0.352269
-0.745143, -7.93135, 0.235669
-0.473358, -7.67177, 0.298726
-0.584601, -7.79194, 0.411171
-1.17974, -8.32166, 0.190632
-1.15488, -8.29996, 0.192608
-0.465073, -7.6648, 0.365199
-0.43968, -7.63821, 0.332102
-0.618424, -7.8123, 0.256769
-2.67445, -9.5274, 0.119029
-0.454146, -7.65267, 0.310443
-0.458, -7.65738, 0.360345
-1.57209, -8.6558, 0.164593
-0.589907, -7.78508, 0.262693
-1.29094, -8.41791, 0.182347
-0.448182, -7.64712, 0.351701
-1.19981, -8.46723, 0.517732
-1.37405, -8.48902, 0.176674
-0.443777, -7.64229, 0.321053
-0.452735, -7.65188, 0.356106
-0.677878, -7.86852, 0.246015
-1.6848, -9.0081, 0.570678
-0.928392, -8.09893, 0.213365
-0.440592, -7.63911, 0.32746
-0.651365, -7.86393, 0.428102
-0.455451, -7.65472, 0.358379
-0.686376, -7.90188, 0.435964
-1.67276, -8.73924, 0.159095
-0.44024, -7.63876, 0.328682
-1.27825, -8.40699, 0.183251
-0.744661, -7.9309, 0.235737
-0.456695, -7.65521, 0.308543
-0.523051, -7.72612, 0.39183
-0.573437, -7.76928, 0.266418
-0.540931, -7.74517, 0.397993
-1.74583, -8.79925, 0.155332
-3.67538, -11.2157, 0.707376
-0.439683, -7.63821, 0.332065
