# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli_pf_model
# start_datetime = 2024-01-29 23:52:33 UTC
# method = pathfinder
#   pathfinder
#     init_alpha = 0.001000 (Default)
#     tol_obj = 0.000000
#     tol_rel_obj = 1000.000000
#     tol_grad = 0.000000 (Default)
#     tol_rel_grad = 10000000.000000 (Default)
#     tol_param = 0.000000 (Default)
#     history_size = 5 (Default)
#     num_psis_draws = 2000
#     num_paths = 4 (Default)
#     save_single_paths = 1
#     psis_resample = 1 (Default)
#     calculate_lp = 1 (Default)
#     max_lbfgs_iters = 1000 (Default)
#     num_draws = 2000
#     num_elbo_draws = 25 (Default)
# id = 1 (Default)
# data
#   file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pf_data_1.json
# init = 2 (Default)
# random
#   seed = 10642823
# output
#   file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pf_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /Users/rob/.julia/dev/StanExampleNotebooks/notebooks/Pathfinder/tmp/bernoulli_pf_profile_1.log
#   save_cmdstan_config = 1
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1-101-g8f2dbe7
# stancflags = --warn-pedantic
lp_approx__,lp__,theta
-0.885663, -8.13002, 0.474619
-0.391487, -7.6455, 0.316998
-0.383213, -7.63872, 0.328834
-1.50513, -8.53743, 0.173002
-1.26223, -8.50399, 0.521833
-1.04574, -8.28858, 0.496311
-0.50256, -7.7406, 0.273874
-1.81183, -8.76438, 0.1575
-0.458324, -7.70284, 0.285712
-1.11903, -8.3614, 0.505368
-1.50132, -8.53457, 0.173215
-1.24187, -8.33718, 0.189244
-1.9635, -8.8743, 0.150834
-0.570138, -7.79776, 0.259864
-0.742403, -7.9407, 0.234244
-0.903819, -8.0715, 0.216625
-1.60654, -8.61319, 0.167533
-1.71873, -8.96018, 0.566514
-0.387166, -7.64188, 0.321683
-1.06916, -8.20274, 0.202039
-0.896335, -8.14057, 0.476162
-0.559693, -7.78897, 0.261812
-0.548903, -7.79986, 0.413199
-0.926536, -8.08969, 0.214449
-0.826457, -8.07159, 0.465756
-1.15152, -8.26717, 0.195679
-2.22878, -9.47053, 0.60715
-0.506928, -7.74432, 0.272849
-0.773028, -7.96574, 0.230557
-0.868663, -8.04325, 0.22012
-2.78461, -10.025, 0.644134
-2.46259, -9.7041, 0.623485
-0.398018, -7.65105, 0.311739
-0.428592, -7.68359, 0.375112
-0.511489, -7.74819, 0.2718
-0.576257, -7.82644, 0.419676
-0.991198, -8.14118, 0.208575
-0.382339, -7.63817, 0.333073
-0.458687, -7.70315, 0.285601
-0.693968, -7.90089, 0.240502
-0.575903, -7.80261, 0.258815
-0.808493, -8.05389, 0.462955
-0.383742, -7.63995, 0.341475
-0.44579, -7.69209, 0.289737
-0.421416, -7.67114, 0.299044
-0.391016, -7.64724, 0.351825
-0.384128, -7.63942, 0.326563
-1.48634, -8.52331, 0.174058
-0.393863, -7.64751, 0.314912
-0.472599, -7.71505, 0.28155
-0.396772, -7.64999, 0.312639
-0.714599, -7.96159, 0.447294
-2.69209, -9.93291, 0.638401
-1.46629, -8.50822, 0.1752
-0.410804, -7.66644, 0.366179
-1.39275, -8.63423, 0.53567
-1.13128, -8.25139, 0.197196
-1.13513, -8.2544, 0.196905
